Name,StateID,Status,Latitude,Longitude,DateAdded,DateTimeAdded,LastUpdated
Childersburg,1,verified,33.276737,-86.360671,2015-03-01,2015-03-01,2015-03-01
Clanton,1,verified,32.84057,-86.631863,2015-03-01,2015-03-01,2015-03-01
Butler,1,verified,32.089355,-88.221279,2015-03-01,2015-03-01,2015-03-01
Citronelle,1,verified,31.092724,-88.23813,2015-03-01,2015-03-01,2015-03-01
Grove Hill,1,verified,31.70934,-87.776644,2015-03-01,2015-03-01,2015-03-01
CPinson,1,verified,32.61436,-86.680737,2015-03-01,2015-03-01,2015-03-01
Ashland,1,verified,33.27431,-85.835464,2015-03-01,2015-03-01,2015-03-01
Coffeeville,1,verified,31.75696,-88.091134,2015-03-01,2015-03-01,2015-03-01
Leighton,1,verified,34.697807,-87.528989,2015-03-01,2015-03-01,2015-03-01
Tuscumbia,1,verified,34.731285,-87.702839,2015-03-01,2015-03-01,2015-03-01
Bremen,1,verified,33.969667,-86.990867,2015-03-01,2015-03-01,2015-03-01
Cordova,1,verified,33.754915,-87.182199,2015-03-01,2015-03-01,2015-03-01
Courtland,1,verified,34.669075,-87.308469,2015-03-01,2015-03-01,2015-03-01
Cullman,1,verified,34.174375,-86.843454,2015-03-01,2015-03-01,2015-03-01
Jasper,1,verified,33.831278,-87.281374,2015-03-01,2015-03-01,2015-03-01
Dadeville,1,verified,32.82885,-85.764549,2015-03-01,2015-03-01,2015-03-01
Daleville,1,verified,31.30706,-85.713914,2015-03-01,2015-03-01,2015-03-01
Plantersville,1,verified,32.659615,-86.923664,2015-03-01,2015-03-01,2015-03-01
Danville,1,verified,34.414765,-87.086909,2015-03-01,2015-03-01,2015-03-01
Daphne,1,verified,30.603905,-87.901509,2015-03-01,2015-03-01,2015-03-01
Verbena,1,verified,32.753645,-86.510739,2015-03-01,2015-03-01,2015-03-01
Rainsville,1,verified,34.495284,-85.846467,2015-03-01,2015-03-01,2015-03-01
Demopolis,1,verified,32.504764,-87.837854,2015-03-01,2015-03-01,2015-03-01
Drdora,1,verified,32.61436,-86.680737,2015-03-01,2015-03-01,2015-03-01
Dothan,1,verified,31.22324,-85.393329,2015-03-01,2015-03-01,2015-03-01
Douglas,1,verified,34.175113,-86.321097,2015-03-01,2015-03-01,2015-03-01
Elba,1,verified,31.41459,-86.067359,2015-03-01,2015-03-01,2015-03-01
Gadsden,1,verified,34.014772,-86.007172,2015-03-01,2015-03-01,2015-03-01
Eclectic,1,verified,32.63599,-86.03463,2015-03-01,2015-03-01,2015-03-01
Enterprise,1,verified,31.315215,-85.854674,2015-03-01,2015-03-01,2015-03-01
Attalla,1,verified,34.021445,-86.088919,2015-03-01,2015-03-01,2015-03-01
Fairfield,1,verified,33.490612,-86.915661,2015-03-01,2015-03-01,2015-03-01
Fairhope,1,verified,30.536354,-87.886199,2015-03-01,2015-03-01,2015-03-01
Falkville,1,verified,34.36883,-86.907229,2015-03-01,2015-03-01,2015-03-01
Prichard,1,verified,30.73797,-88.081264,2015-03-01,2015-03-01,2015-03-01
Fayette,1,verified,33.685115,-87.828978,2015-03-01,2015-03-01,2015-03-01
Florala,1,verified,31.018975,-86.326644,2015-03-01,2015-03-01,2015-03-01
Foley,1,verified,30.40585,-87.683799,2015-03-01,2015-03-01,2015-03-01
Greenville,1,verified,31.829446,-86.633489,2015-03-01,2015-03-01,2015-03-01
Fort Payne,1,verified,34.441318,-85.714378,2015-03-01,2015-03-01,2015-03-01
Russellville,1,verified,34.50743,-87.728409,2015-03-01,2015-03-01,2015-03-01
Frisco City,1,verified,31.434259,-87.399483,2015-03-01,2015-03-01,2015-03-01
Gardendale,1,verified,33.65116,-86.811394,2015-03-01,2015-03-01,2015-03-01
Gaylesville,1,verified,34.266092,-85.560267,2015-03-01,2015-03-01,2015-03-01
Hartford,1,verified,31.10225,-85.696049,2015-03-01,2015-03-01,2015-03-01
Geneva,1,verified,31.042149,-85.867019,2015-03-01,2015-03-01,2015-03-01
Skipperville,1,verified,31.564931,-85.531672,2015-03-01,2015-03-01,2015-03-01
Glencoe,1,verified,33.959705,-85.934459,2015-03-01,2015-03-01,2015-03-01
Gordo,1,verified,33.318781,-87.907645,2015-03-01,2015-03-01,2015-03-01
Eutaw,1,verified,32.84059,-87.887844,2015-03-01,2015-03-01,2015-03-01
Gulf Shores,1,verified,30.27732,-87.683094,2015-03-01,2015-03-01,2015-03-01
Guntersville,1,verified,34.35113,-86.299159,2015-03-01,2015-03-01,2015-03-01
Moundville,1,verified,32.99865,-87.622279,2015-03-01,2015-03-01,2015-03-01
Haleyville,1,verified,34.227425,-87.621439,2015-03-01,2015-03-01,2015-03-01
Hanceville,1,verified,34.06171,-86.769509,2015-03-01,2015-03-01,2015-03-01
Roanoke,1,verified,33.15229,-85.375299,2015-03-01,2015-03-01,2015-03-01
Hartselle,1,verified,34.444765,-86.93525,2015-03-01,2015-03-01,2015-03-01
Town Creek,1,verified,34.68126,-87.407489,2015-03-01,2015-03-01,2015-03-01
Hayden,1,verified,33.892695,-86.751867,2015-03-01,2015-03-01,2015-03-01
Hazel Green,1,verified,34.928785,-86.571848,2015-03-01,2015-03-01,2015-03-01
Headland,1,verified,31.351472,-85.342423,2015-03-01,2015-03-01,2015-03-01
Trussville,1,verified,33.621385,-86.602739,2015-03-01,2015-03-01,2015-03-01
Hokes Bluff,1,verified,33.98723,-85.883749,2015-03-01,2015-03-01,2015-03-01
Holly Pond,1,verified,34.174315,-86.617874,2015-03-01,2015-03-01,2015-03-01
Deatsville,1,verified,32.609419,-86.398016,2015-03-01,2015-03-01,2015-03-01
Homewood,1,verified,33.478774,-86.78967,2015-03-01,2015-03-01,2015-03-01
Columbia,1,verified,31.292765,-85.111004,2015-03-01,2015-03-01,2015-03-01
Hueytown,1,verified,33.442804,-86.994609,2015-03-01,2015-03-01,2015-03-01
Blountsville,1,verified,34.086615,-86.589489,2015-03-01,2015-03-01,2015-03-01
Beatrice,1,verified,31.73187,-87.208574,2015-03-01,2015-03-01,2015-03-01
Jackson,1,verified,31.508341,-87.89501,2015-03-01,2015-03-01,2015-03-01
Jacksonville,1,verified,33.814222,-85.761183,2015-03-01,2015-03-01,2015-03-01
Irondale,1,verified,33.53794,-86.706719,2015-03-01,2015-03-01,2015-03-01
Jemison,1,verified,32.960356,-86.744099,2015-03-01,2015-03-01,2015-03-01
Bessemer,1,verified,33.40203,-86.953994,2015-03-01,2015-03-01,2015-03-01
Selma,1,verified,32.41179,-87.022234,2015-03-01,2015-03-01,2015-03-01
Grant,1,verified,34.526192,-86.2528,2015-03-01,2015-03-01,2015-03-01
Orrville,1,verified,32.306622,-87.246934,2015-03-01,2015-03-01,2015-03-01
Carrollton,1,verified,33.262005,-88.094464,2015-03-01,2015-03-01,2015-03-01
Lafayette,1,verified,32.89942,-85.401234,2015-03-01,2015-03-01,2015-03-01
Vernon,1,verified,33.758547,-88.108905,2015-03-01,2015-03-01,2015-03-01
Lanett,1,verified,32.871337,-85.186115,2015-03-01,2015-03-01,2015-03-01
Moulton,1,verified,34.481115,-87.292409,2015-03-01,2015-03-01,2015-03-01
Leeds,1,verified,33.54247,-86.540814,2015-03-01,2015-03-01,2015-03-01
Lincoln,1,verified,33.603865,-86.119529,2015-03-01,2015-03-01,2015-03-01
Linden,1,verified,32.306695,-87.797969,2015-03-01,2015-03-01,2015-03-01
Lineville,1,verified,33.310616,-85.753501,2015-03-01,2015-03-01,2015-03-01
Livingston,1,verified,32.583785,-88.186874,2015-03-01,2015-03-01,2015-03-01
Loachapoka,1,verified,32.604344,-85.599579,2015-03-01,2015-03-01,2015-03-01
Locust Fork,1,verified,33.908435,-86.616014,2015-03-01,2015-03-01,2015-03-01
Hayneville,1,verified,32.18403,-86.580384,2015-03-01,2015-03-01,2015-03-01
Lynn,1,verified,34.04676,-87.549774,2015-03-01,2015-03-01,2015-03-01
Gurley,1,verified,34.696074,-86.37629,2015-03-01,2015-03-01,2015-03-01
Marbury,1,verified,32.700589,-86.46573,2015-03-01,2015-03-01,2015-03-01
Guin,1,verified,33.965649,-87.914119,2015-03-01,2015-03-01,2015-03-01
Marion,1,verified,32.634632,-87.319133,2015-03-01,2015-03-01,2015-03-01
Semmes,1,verified,30.778855,-88.258839,2015-03-01,2015-03-01,2015-03-01
Arley,1,verified,34.078806,-87.212411,2015-03-01,2015-03-01,2015-03-01
Midfield,1,verified,33.466785,-86.907899,2015-03-01,2015-03-01,2015-03-01
Adamsville,1,verified,33.600555,-86.953719,2015-03-01,2015-03-01,2015-03-01
Monroeville,1,verified,31.527316,-87.323871,2015-03-01,2015-03-01,2015-03-01
Montevallo,1,verified,33.100615,-86.862594,2015-03-01,2015-03-01,2015-03-01
Ramer,1,verified,32.05044,-86.221063,2015-03-01,2015-03-01,2015-03-01
Moody,1,verified,33.591532,-86.494821,2015-03-01,2015-03-01,2015-03-01
Morris,1,verified,33.74721,-86.808859,2015-03-01,2015-03-01,2015-03-01
Mountain Brook,1,verified,33.502115,-86.755509,2015-03-01,2015-03-01,2015-03-01
Munford,1,verified,33.526665,-85.953529,2015-03-01,2015-03-01,2015-03-01
Muscle Shoals,1,verified,34.742435,-87.667709,2015-03-01,2015-03-01,2015-03-01
New Brockton,1,verified,31.385655,-85.929139,2015-03-01,2015-03-01,2015-03-01
New Hope,1,verified,34.538731,-86.395218,2015-03-01,2015-03-01,2015-03-01
Stevenson,1,verified,34.86819,-85.838009,2015-03-01,2015-03-01,2015-03-01
Northport,1,verified,33.24024,-87.591524,2015-03-01,2015-03-01,2015-03-01
Oakman,1,verified,33.71368,-87.388989,2015-03-01,2015-03-01,2015-03-01
Ohatchee,1,verified,33.7843,-86.018423,2015-03-01,2015-03-01,2015-03-01
Ensley,1,verified,33.50951,-86.887306,2015-03-01,2015-03-01,2015-03-01
Opp,1,verified,31.286795,-86.255609,2015-03-01,2015-03-01,2015-03-01
Oxford,1,verified,33.613075,-85.835699,2015-03-01,2015-03-01,2015-03-01
Parrish,1,verified,33.726648,-87.287858,2015-03-01,2015-03-01,2015-03-01
Cottondale,1,verified,33.190167,-87.444084,2015-03-01,2015-03-01,2015-03-01
Pelham,1,verified,33.284688,-86.810223,2015-03-01,2015-03-01,2015-03-01
Pell City,1,verified,33.586085,-86.286414,2015-03-01,2015-03-01,2015-03-01
Bear Creek,1,verified,34.274535,-87.700604,2015-03-01,2015-03-01,2015-03-01
Reform,1,verified,33.37822,-88.013489,2015-03-01,2015-03-01,2015-03-01
Piedmont,1,verified,33.922,-85.613519,2015-03-01,2015-03-01,2015-03-01
Brundidge,1,verified,31.7202,-85.816771,2015-03-01,2015-03-01,2015-03-01
Pinson,1,verified,33.69121,-86.682354,2015-03-01,2015-03-01,2015-03-01
Alpine,1,verified,33.349525,-86.236109,2015-03-01,2015-03-01,2015-03-01
Pleasant Grove,1,verified,33.49086,-86.970711,2015-03-01,2015-03-01,2015-03-01
Ranburne,1,verified,33.522327,-85.344802,2015-03-01,2015-03-01,2015-03-01
Wedowee,1,verified,33.309219,-85.485499,2015-03-01,2015-03-01,2015-03-01
Uniontown,1,verified,32.44948,-87.513464,2015-03-01,2015-03-01,2015-03-01
Robertsdale,1,verified,30.553841,-87.710177,2015-03-01,2015-03-01,2015-03-01
Seale,1,verified,32.314858,-85.177094,2015-03-01,2015-03-01,2015-03-01
Samson,1,verified,31.11297,-86.045294,2015-03-01,2015-03-01,2015-03-01
Sand Rock,1,verified,34.242369,-85.758621,2015-03-01,2015-03-01,2015-03-01
Satsuma,1,verified,30.85241,-88.057139,2015-03-01,2015-03-01,2015-03-01
Columbiana,1,verified,33.1779,-86.607124,2015-03-01,2015-03-01,2015-03-01
Scottsboro,1,verified,34.681391,-86.079315,2015-03-01,2015-03-01,2015-03-01
Sheffield,1,verified,34.759615,-87.687024,2015-03-01,2015-03-01,2015-03-01
Alabaster,1,verified,33.245086,-86.816224,2015-03-01,2015-03-01,2015-03-01
Slocomb,1,verified,31.10762,-85.592984,2015-03-01,2015-03-01,2015-03-01
Smiths Station,1,verified,32.54086,-85.089629,2015-03-01,2015-03-01,2015-03-01
Silas,1,verified,31.770325,-88.329034,2015-03-01,2015-03-01,2015-03-01
Southside,1,verified,33.92642,-86.023034,2015-03-01,2015-03-01,2015-03-01
Spanish Fort,1,verified,30.675129,-87.873192,2015-03-01,2015-03-01,2015-03-01
Harvest,1,verified,34.859675,-86.749274,2015-03-01,2015-03-01,2015-03-01
Spring Garden,1,verified,33.972889,-85.553307,2015-03-01,2015-03-01,2015-03-01
Springville,1,verified,33.7724,-86.474789,2015-03-01,2015-03-01,2015-03-01
Odenville,1,verified,33.68546,-86.394599,2015-03-01,2015-03-01,2015-03-01
Millbrook,1,verified,32.480091,-86.36216,2015-03-01,2015-03-01,2015-03-01
York,1,verified,32.488366,-88.29884,2015-03-01,2015-03-01,2015-03-01
Talladega,1,verified,33.43451,-86.102689,2015-03-01,2015-03-01,2015-03-01
Tallassee,1,verified,32.536025,-85.893842,2015-03-01,2015-03-01,2015-03-01
Tarrant,1,verified,33.584588,-86.77267,2015-03-01,2015-03-01,2015-03-01
Hillsboro,1,verified,34.639389,-87.191071,2015-03-01,2015-03-01,2015-03-01
Theodore,1,verified,30.55433,-88.178889,2015-03-01,2015-03-01,2015-03-01
Thomasville,1,verified,31.913639,-87.741081,2015-03-01,2015-03-01,2015-03-01
Brewton,1,verified,31.104013,-87.072062,2015-03-01,2015-03-01,2015-03-01
Vinemont,1,verified,34.247403,-86.869544,2015-03-01,2015-03-01,2015-03-01
East Brewton,1,verified,31.087725,-87.06018,2015-03-01,2015-03-01,2015-03-01
Weaver,1,verified,33.750931,-85.812637,2015-03-01,2015-03-01,2015-03-01
Walnut Grove,1,verified,34.067532,-86.303993,2015-03-01,2015-03-01,2015-03-01
Trinity,1,verified,34.60617,-87.087974,2015-03-01,2015-03-01,2015-03-01
Camden,1,verified,31.993001,-87.290489,2015-03-01,2015-03-01,2015-03-01
Winfield,1,verified,33.928581,-87.816557,2015-03-01,2015-03-01,2015-03-01
Double Springs,1,verified,34.150316,-87.398592,2015-03-01,2015-03-01,2015-03-01
Adak,2,verified,51.88001,-176.657569,2015-03-01,2015-03-01,2015-03-01
Akhiok,2,verified,56.945599,-154.169998,2015-03-01,2015-03-01,2015-03-01
Akiak,2,verified,60.909659,-161.223451,2015-03-01,2015-03-01,2015-03-01
Kasigluk,2,verified,60.895273,-162.517124,2015-03-01,2015-03-01,2015-03-01
Akutan,2,verified,54.134725,-165.770554,2015-03-01,2015-03-01,2015-03-01
Wainwright,2,verified,70.6439,-160.023794,2015-03-01,2015-03-01,2015-03-01
Alakanuk,2,verified,62.687155,-164.665094,2015-03-01,2015-03-01,2015-03-01
Tok,2,verified,63.33567,-142.983804,2015-03-01,2015-03-01,2015-03-01
Sand Point,2,verified,55.337009,-160.491806,2015-03-01,2015-03-01,2015-03-01
Allakaket,2,verified,66.564032,-152.652498,2015-03-01,2015-03-01,2015-03-01
Anchorage,2,verified,61.21755,-149.858384,2015-03-01,2015-03-01,2015-03-01
Ambler,2,verified,67.08621,-157.857009,2015-03-01,2015-03-01,2015-03-01
Anderson,2,verified,64.343582,-149.178329,2015-03-01,2015-03-01,2015-03-01
St. Mary's,2,verified,62.050328,-163.178908,2015-03-01,2015-03-01,2015-03-01
Nulato,2,verified,64.73324,-158.114749,2015-03-01,2015-03-01,2015-03-01
Angoon,2,verified,57.502146,-134.582302,2015-03-01,2015-03-01,2015-03-01
Aniak,2,verified,61.581385,-159.568004,2015-03-01,2015-03-01,2015-03-01
Elim,2,verified,64.61583,-162.256079,2015-03-01,2015-03-01,2015-03-01
Nunapitchuk,2,verified,60.897058,-162.452686,2015-03-01,2015-03-01,2015-03-01
St. Michael,2,verified,63.473476,-162.052059,2015-03-01,2015-03-01,2015-03-01
Gambell,2,verified,63.77678,-171.726134,2015-03-01,2015-03-01,2015-03-01
Noorvik,2,verified,66.836845,-161.040919,2015-03-01,2015-03-01,2015-03-01
Platinum,2,verified,58.921607,-161.727467,2015-03-01,2015-03-01,2015-03-01
Newtok,2,verified,60.941349,-164.630508,2015-03-01,2015-03-01,2015-03-01
Beaver,2,verified,66.359025,-147.395789,2015-03-01,2015-03-01,2015-03-01
Eielson AFB,2,verified,64.690529,-147.101761,2015-03-01,2015-03-01,2015-03-01
Palmer,2,verified,61.59944,-149.117374,2015-03-01,2015-03-01,2015-03-01
Bethel,2,verified,60.794292,-161.760877,2015-03-01,2015-03-01,2015-03-01
Brevig Mission,2,verified,65.33196,-166.485334,2015-03-01,2015-03-01,2015-03-01
Naknek,2,verified,58.728511,-157.013566,2015-03-01,2015-03-01,2015-03-01
Buckland,2,verified,65.978555,-161.123684,2015-03-01,2015-03-01,2015-03-01
Cantwell,2,verified,63.392292,-148.949527,2015-03-01,2015-03-01,2015-03-01
Chefornak,2,verified,60.15778,-164.274859,2015-03-01,2015-03-01,2015-03-01
Chenega Bay,2,verified,60.549709,-145.75032,2015-03-01,2015-03-01,2015-03-01
Chevak,2,verified,61.52801,-165.580607,2015-03-01,2015-03-01,2015-03-01
New Stuyahok,2,verified,59.451285,-157.316939,2015-03-01,2015-03-01,2015-03-01
Kipnuk,2,verified,59.937082,-164.041398,2015-03-01,2015-03-01,2015-03-01
Chignik Bay,2,verified,56.298599,-158.417725,2015-03-01,2015-03-01,2015-03-01
Chignik Lagoon,2,verified,56.304878,-158.49678,2015-03-01,2015-03-01,2015-03-01
Chignik Lake,2,verified,56.255014,-158.76191,2015-03-01,2015-03-01,2015-03-01
Cold Bay,2,verified,55.20812,-162.711204,2015-03-01,2015-03-01,2015-03-01
Cordova,2,verified,60.5414,-145.749369,2015-03-01,2015-03-01,2015-03-01
Craig,2,verified,55.475025,-133.150569,2015-03-01,2015-03-01,2015-03-01
Chuathbaluk,2,verified,61.57686,-159.244259,2015-03-01,2015-03-01,2015-03-01
Grayling,2,verified,62.905315,-160.066519,2015-03-01,2015-03-01,2015-03-01
Selawik,2,verified,66.6001,-160.010968,2015-03-01,2015-03-01,2015-03-01
Deering,2,verified,66.076119,-162.720036,2015-03-01,2015-03-01,2015-03-01
Delta Junction,2,verified,64.04661,-145.735934,2015-03-01,2015-03-01,2015-03-01
Pedro Bay,2,verified,59.78677,-154.10527,2015-03-01,2015-03-01,2015-03-01
Kongiganak,2,verified,59.953899,-162.895004,2015-03-01,2015-03-01,2015-03-01
Dillingham,2,verified,59.039794,-158.46239,2015-03-01,2015-03-01,2015-03-01
Diomede,2,verified,65.757004,-168.949997,2015-03-01,2015-03-01,2015-03-01
Dot Lake,2,verified,63.661179,-144.063736,2015-03-01,2015-03-01,2015-03-01
Eagle,2,verified,64.78768,-141.202609,2015-03-01,2015-03-01,2015-03-01
Egegik,2,verified,58.21782,-157.355146,2015-03-01,2015-03-01,2015-03-01
Emmonak,2,verified,62.776515,-164.549347,2015-03-01,2015-03-01,2015-03-01
Fairbanks,2,verified,64.845085,-147.722059,2015-03-01,2015-03-01,2015-03-01
False Pass,2,verified,54.85148,-163.412834,2015-03-01,2015-03-01,2015-03-01
Central,2,verified,65.572085,-144.803544,2015-03-01,2015-03-01,2015-03-01
Fort Yukon,2,verified,66.563708,-145.241035,2015-03-01,2015-03-01,2015-03-01
Unalakleet,2,verified,63.878474,-160.793061,2015-03-01,2015-03-01,2015-03-01
Galena,2,verified,64.734244,-156.933161,2015-03-01,2015-03-01,2015-03-01
Upper Kalskag,2,verified,61.538151,-160.314026,2015-03-01,2015-03-01,2015-03-01
Red Devil,2,verified,61.76454,-157.312474,2015-03-01,2015-03-01,2015-03-01
Valdez,2,verified,61.130385,-146.354104,2015-03-01,2015-03-01,2015-03-01
Manley Hot Springs,2,verified,64.981163,-150.637314,2015-03-01,2015-03-01,2015-03-01
Glennallen,2,verified,62.107945,-145.533184,2015-03-01,2015-03-01,2015-03-01
Gustavus,2,verified,58.41264,-135.732999,2015-03-01,2015-03-01,2015-03-01
Haines,2,verified,59.23483,-135.443049,2015-03-01,2015-03-01,2015-03-01
Kaktovik,2,verified,70.133625,-143.612524,2015-03-01,2015-03-01,2015-03-01
Savoonga,2,verified,63.695092,-170.465275,2015-03-01,2015-03-01,2015-03-01
Hollis,2,verified,55.56493,-132.623978,2015-03-01,2015-03-01,2015-03-01
Homer,2,verified,59.64656,-151.544229,2015-03-01,2015-03-01,2015-03-01
Hoonah,2,verified,58.108114,-135.437693,2015-03-01,2015-03-01,2015-03-01
Hooper Bay,2,verified,61.531703,-166.098101,2015-03-01,2015-03-01,2015-03-01
Hope,2,verified,60.919398,-149.640777,2015-03-01,2015-03-01,2015-03-01
Big Lake,2,verified,61.512728,-149.954444,2015-03-01,2015-03-01,2015-03-01
Coffman Cove,2,verified,56.013978,-132.826293,2015-03-01,2015-03-01,2015-03-01
Hydaburg,2,verified,55.20497,-132.822029,2015-03-01,2015-03-01,2015-03-01
Hyder,2,verified,55.914705,-130.028044,2015-03-01,2015-03-01,2015-03-01
Yakutat,2,verified,59.550789,-139.730898,2015-03-01,2015-03-01,2015-03-01
Mountain Village,2,verified,62.08944,-163.725614,2015-03-01,2015-03-01,2015-03-01
Ivanof Bay,2,verified,55.902401,-159.48288,2015-03-01,2015-03-01,2015-03-01
Sleetmute,2,verified,61.70222,-157.169179,2015-03-01,2015-03-01,2015-03-01
Teller,2,verified,65.26418,-166.363319,2015-03-01,2015-03-01,2015-03-01
Huslia,2,verified,65.70237,-156.387192,2015-03-01,2015-03-01,2015-03-01
Atmautluak,2,verified,60.862968,-162.275955,2015-03-01,2015-03-01,2015-03-01
Venetie,2,verified,67.00905,-146.405966,2015-03-01,2015-03-01,2015-03-01
Crooked Creek,2,verified,61.870369,-158.108306,2015-03-01,2015-03-01,2015-03-01
Juneau,2,verified,58.29974,-134.406794,2015-03-01,2015-03-01,2015-03-01
Fritz Creek,2,verified,59.737659,-151.313736,2015-03-01,2015-03-01,2015-03-01
Kake,2,verified,56.974836,-133.941159,2015-03-01,2015-03-01,2015-03-01
Point Lay,2,verified,69.74359,-163.017414,2015-03-01,2015-03-01,2015-03-01
Kaltag,2,verified,64.324829,-158.724623,2015-03-01,2015-03-01,2015-03-01
Kodiak,2,verified,57.795154,-152.394968,2015-03-01,2015-03-01,2015-03-01
Ketchikan,2,verified,55.34214,-131.647854,2015-03-01,2015-03-01,2015-03-01
Kenai,2,verified,60.553082,-151.25972,2015-03-01,2015-03-01,2015-03-01
Copper Center,2,verified,61.960788,-145.314866,2015-03-01,2015-03-01,2015-03-01
Kwethluk,2,verified,60.81011,-161.426029,2015-03-01,2015-03-01,2015-03-01
Kiana,2,verified,66.969928,-160.428639,2015-03-01,2015-03-01,2015-03-01
King Cove,2,verified,55.060205,-162.303404,2015-03-01,2015-03-01,2015-03-01
Klawock,2,verified,55.550775,-133.085774,2015-03-01,2015-03-01,2015-03-01
Kokhanok,2,verified,59.438042,-154.773819,2015-03-01,2015-03-01,2015-03-01
Koliganek,2,verified,59.728901,-157.284775,2015-03-01,2015-03-01,2015-03-01
Kotlik,2,verified,63.032848,-163.553574,2015-03-01,2015-03-01,2015-03-01
Koyuk,2,verified,64.931115,-161.160364,2015-03-01,2015-03-01,2015-03-01
Quinhagak,2,verified,59.75114,-161.907874,2015-03-01,2015-03-01,2015-03-01
